user_id,country,account_age_days,transaction_count,historical_amount,registration_date,remittance_id,remittance_number,origin_country,destination_country,source_currency,destination_currency,source_amount,commission_rate,commission_amount,total_debit_amount,exchange_rate,destination_amount,delivery_method,funding_method,status,created_at,beneficiary_id,completed_at,relationship,linked_user,transactions_last_24h,transactions_last_7d,transactions_last_30d,avg_transaction_amount,max_transaction_amount,new_beneficiary,beneficiary_age_days,countries_used_last_30d,failed_transactions,transaction_hour,weekend_transaction,amount_vs_user_average,transaction_velocity_24h,transaction_velocity_7d,new_beneficiary_flag,unusual_hour_flag,weekend_flag,new_corridor_flag,country_diversity_30d,failed_transaction_ratio,historical_avg_amount,historical_max_amount,rule_score,ml_probability,anomaly_score,final_risk_score,fraud_label,amount_bucket,risk_band_experimental,is_cross_border
USR-000313,Guatemala,366,3,1010.02,2025-04-12,REM-42-0002299,FID-2026-002299,Guatemala,Canada,GTQ,CAD,1380.62,0.026669,36.82,1417.44,0.173250,239.19,WALLET,DIGITAL_WALLET,COMPLETED,2026-04-13T03:53:49+00:00,BEN-000817,2026-04-13T10:35:49+00:00,Amigo / Amiga,0,0,0,0,336.67,627.71,0,173,0,0,3,0,4.10,0,0,0,1,0,0,0,0.000000,336.67,627.71,19.12,0.186571,0.331370,24.03,0,1000-2499,BAJO,1
USR-001117,Canada,110,3,1108.65,2025-04-23,REM-42-0002300,FID-2026-002300,Canada,Mexico,CAD,MXN,162.20,0.035586,5.77,167.97,13.454545,2182.33,CASH_PICKUP,DIGITAL_WALLET,AVAILABLE,2025-08-11T04:07:48+00:00,BEN-002839,,Padre / Madre,0,1,1,1,369.55,627.77,0,94,1,0,4,0,0.44,1,1,0,1,0,0,1,0.000000,369.55,627.77,18.46,0.181857,0.494226,29.30,0,100-499,BAJO,1
USR-000736,Guatemala,63,2,573.16,2026-05-09,REM-42-0002301,FID-2026-002301,Guatemala,Canada,GTQ,CAD,379.61,0.024691,9.37,388.98,0.173250,65.77,TRANSFER,DIGITAL_WALLET,AVAILABLE,2026-07-11T22:50:22+00:00,BEN-001882,,Conyuge,0,2,1,1,286.58,458.50,0,102,1,0,22,1,1.32,2,1,0,0,1,0,1,0.000000,286.58,458.50,15.50,0.160714,0.257507,19.09,0,100-499,BAJO,1
USR-000282,Mexico,49,0,0.00,2026-04-02,REM-42-0002302,FID-2026-002302,Mexico,Canada,MXN,CAD,454.02,0.035148,15.96,469.98,0.074324,33.74,CASH_PICKUP,BANK_TRANSFER,COMPLETED,2026-05-21T14:34:43+00:00,BEN-000736,2026-05-21T20:13:43+00:00,Hermano / Hermana,0,0,0,0,454.02,454.02,0,342,0,0,14,0,1.00,0,0,0,0,0,1,0,0.000000,454.02,454.02,10.28,0.123429,0.206722,13.92,0,100-499,BAJO,1
USR-000221,Guatemala,297,2,1536.89,2025-07-14,REM-42-0002303,FID-2026-002303,Guatemala,Espana,GTQ,EUR,319.29,0.028076,8.96,328.25,0.117619,37.55,CASH_PICKUP,BANK_TRANSFER,COMPLETED,2026-05-07T16:25:15+00:00,BEN-000574,2026-05-08T02:28:15+00:00,Conyuge,1,1,1,1,768.45,1334.58,0,73,1,0,16,0,0.42,1,1,0,0,0,0,1,0.000000,768.45,1334.58,10.70,0.126429,0.258994,16.02,0,100-499,BAJO,1
USR-000913,Mexico,-202,1,77.67,2025-10-08,REM-42-0002304,FID-2026-002304,Mexico,Estados Unidos,MXN,USD,118.87,0.028233,3.36,122.23,0.055000,6.54,CASH_PICKUP,DIGITAL_WALLET,COMPLETED,2025-03-20T16:34:28+00:00,BEN-002306,2025-03-21T04:02:28+00:00,Socio comercial,0,1,1,1,77.67,77.67,1,0,1,0,16,0,1.53,1,1,1,0,0,0,1,0.000000,77.67,77.67,16.85,0.170357,0.159586,16.54,0,100-499,BAJO,1
USR-000580,Espana,-229,2,675.72,2025-10-28,REM-42-0002305,FID-2026-002305,Espana,Mexico,EUR,MXN,161.35,0.023329,3.76,165.11,19.818182,3197.66,WALLET,DIGITAL_WALLET,COMPLETED,2025-03-13T19:01:42+00:00,BEN-001484,2025-03-14T00:44:42+00:00,Socio comercial,0,2,2,2,337.86,594.21,1,0,1,0,19,0,0.48,2,2,1,0,0,1,1,0.000000,337.86,594.21,18.46,0.181857,0.441857,27.46,0,100-499,BAJO,1
USR-000190,Guatemala,218,3,637.24,2025-06-10,REM-42-0002306,FID-2026-002306,Guatemala,Espana,GTQ,EUR,341.95,0.027383,9.36,351.31,0.117619,40.22,BANK_DEPOSIT,DEBIT_CARD,AVAILABLE,2026-01-14T01:22:14+00:00,BEN-000495,,Padre / Madre,0,0,0,0,212.41,290.21,0,213,1,0,1,0,1.61,0,0,0,1,0,0,1,0.000000,212.41,290.21,18.80,0.184286,0.332297,23.85,0,100-499,BAJO,1
USR-000881,Guatemala,-95,3,804.31,2026-02-08,REM-42-0002307,FID-2026-002307,Guatemala,Mexico,GTQ,MXN,248.11,0.031283,7.76,255.87,2.331000,578.34,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2025-11-05T04:27:53+00:00,BEN-002230,2025-11-05T10:14:53+00:00,Hijo / Hija,1,2,1,2,268.10,388.60,1,0,1,0,4,0,0.93,2,1,1,1,0,0,1,0.000000,268.10,388.60,24.93,0.228071,0.422679,31.00,0,100-499,MEDIO,1
USR-000757,Mexico,-226,6,2447.33,2026-03-09,REM-42-0002308,FID-2026-002308,Mexico,Estados Unidos,MXN,USD,62.31,0.024027,1.50,63.81,0.055000,3.43,CASH_PICKUP,DEBIT_CARD,COMPLETED,2025-07-26T09:47:08+00:00,BEN-001929,2025-07-26T17:35:08+00:00,Hijo / Hija,0,1,1,1,407.89,905.33,1,0,1,1,9,1,0.15,1,1,1,0,1,0,1,0.166667,407.89,905.33,20.64,0.197429,0.499311,30.89,0,0-99,MEDIO,1
USR-000401,Estados Unidos,-193,2,375.12,2025-12-13,REM-42-0002309,FID-2026-002309,Estados Unidos,Mexico,USD,MXN,244.20,0.021858,5.34,249.54,18.181818,4440.00,WALLET,DEBIT_CARD,COMPLETED,2025-06-03T11:08:00+00:00,BEN-001044,2025-06-03T20:04:00+00:00,Padre / Madre,1,2,2,2,187.56,211.55,1,0,2,0,11,0,1.30,2,2,1,0,0,0,2,0.000000,187.56,211.55,12.13,0.136643,0.118650,12.04,0,100-499,BAJO,1
USR-000106,Guatemala,92,4,692.61,2026-01-22,REM-42-0002310,FID-2026-002310,Guatemala,Mexico,GTQ,MXN,148.66,0.022439,3.34,152.00,2.331000,346.53,TRANSFER,DEBIT_CARD,COMPLETED,2026-04-24T18:20:52+00:00,BEN-000275,2026-04-24T19:34:52+00:00,Hijo / Hija,0,4,3,3,173.15,222.04,0,161,1,0,18,0,0.86,4,3,0,0,0,0,1,0.000000,173.15,222.04,21.61,0.204357,0.255892,23.00,0,100-499,BAJO,1
USR-000386,Estados Unidos,149,0,0.00,2026-03-06,REM-42-0002311,FID-2026-002311,Estados Unidos,Guatemala,USD,GTQ,152.24,0.032612,4.96,157.20,7.800008,1187.47,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2026-08-02T09:35:50+00:00,BEN-001001,2026-08-02T14:18:50+00:00,Socio comercial,0,0,0,0,152.24,152.24,0,288,0,0,9,1,1.00,0,0,0,0,1,1,0,0.000000,152.24,152.24,22.89,0.213500,0.409038,29.19,0,100-499,BAJO,1
USR-000799,Estados Unidos,-261,3,2241.42,2026-05-01,REM-42-0002312,FID-2026-002312,Estados Unidos,Mexico,USD,MXN,168.71,0.020550,3.47,172.18,18.181818,3067.45,TRANSFER,DIGITAL_WALLET,COMPLETED,2025-08-13T20:29:57+00:00,BEN-002032,2025-08-14T01:40:57+00:00,Hermano / Hermana,0,2,2,2,747.14,1244.16,1,0,1,0,20,0,0.23,2,2,1,0,0,0,1,0.000000,747.14,1244.16,12.50,0.139286,0.330900,19.71,0,100-499,BAJO,1
USR-000804,Canada,130,0,0.00,2025-07-24,REM-42-0002313,FID-2026-002313,Canada,Mexico,CAD,MXN,30.74,0.018506,0.57,31.31,13.454545,413.59,CASH_PICKUP,BANK_TRANSFER,REVIEW_REQUIRED,2025-12-01T17:46:01+00:00,BEN-002040,,Hermano / Hermana,0,0,0,0,30.74,30.74,0,205,0,1,17,0,1.00,0,0,0,0,0,1,0,0.000000,30.74,30.74,13.16,0.144000,0.293227,18.82,0,0-99,BAJO,1
USR-000872,Mexico,-95,3,509.47,2026-04-19,REM-42-0002314,FID-2026-002314,Mexico,Estados Unidos,MXN,USD,308.92,0.021194,6.55,315.47,0.055000,16.99,TRANSFER,BANK_TRANSFER,COMPLETED,2026-01-14T05:32:57+00:00,BEN-002206,2026-01-14T08:02:57+00:00,Hermano / Hermana,1,2,1,2,169.82,369.12,0,121,1,0,5,0,1.82,2,1,0,1,0,0,1,0.000000,169.82,369.12,13.75,0.148214,0.380284,22.25,0,100-499,BAJO,1
USR-001086,Guatemala,66,3,1128.23,2025-04-17,REM-42-0002315,FID-2026-002315,Guatemala,Mexico,GTQ,MXN,360.46,0.032890,11.86,372.32,2.331000,840.23,TRANSFER,BANK_TRANSFER,COMPLETED,2025-06-22T08:37:11+00:00,BEN-002757,2025-06-22T11:48:11+00:00,Amigo / Amiga,1,3,3,3,376.08,548.04,0,27,1,0,8,1,0.96,3,3,0,0,1,0,1,0.000000,376.08,548.04,20.24,0.194571,0.200884,20.19,0,100-499,BAJO,1
USR-000152,Guatemala,258,1,2545.15,2025-11-12,REM-42-0002316,FID-2026-002316,Guatemala,Estados Unidos,GTQ,USD,110.54,0.023020,2.54,113.08,0.128205,14.17,WALLET,BANK_TRANSFER,AVAILABLE,2026-07-28T10:41:43+00:00,BEN-000387,,Hermano / Hermana,0,0,0,0,2545.15,2545.15,0,120,0,0,10,0,0.04,0,0,0,0,0,0,0,0.000000,2545.15,2545.15,8.55,0.111071,0.365326,18.34,0,100-499,BAJO,1
USR-000471,Guatemala,-473,2,332.85,2026-06-28,REM-42-0002317,FID-2026-002317,Guatemala,Estados Unidos,GTQ,USD,249.14,0.018971,4.73,253.87,0.128205,31.94,CASH_PICKUP,BANK_TRANSFER,REVIEW_REQUIRED,2025-03-12T16:55:57+00:00,BEN-001217,,Hijo / Hija,1,1,1,1,166.43,196.15,1,0,1,1,16,0,1.50,1,1,1,0,0,0,1,0.000000,166.43,196.15,11.65,0.133214,0.158650,13.13,0,100-499,BAJO,1
USR-000975,Mexico,114,0,0.00,2025-06-22,REM-42-0002318,FID-2026-002318,Mexico,Canada,MXN,CAD,117.07,0.022619,2.65,119.72,0.074324,8.70,TRANSFER,BANK_TRANSFER,REJECTED,2025-10-14T23:32:47+00:00,BEN-002463,,Amigo / Amiga,0,0,0,0,117.07,117.07,1,3,0,1,23,0,1.00,0,0,1,0,0,1,0,0.000000,117.07,117.07,23.45,0.217500,0.343191,27.25,0,100-499,BAJO,1
USR-000127,Estados Unidos,-25,0,0.00,2025-07-17,REM-42-0002319,FID-2026-002319,Estados Unidos,Mexico,USD,MXN,201.76,0.026039,5.25,207.01,18.181818,3668.36,WALLET,DEBIT_CARD,COMPLETED,2025-06-22T11:34:59+00:00,BEN-000314,2025-06-22T17:30:59+00:00,Amigo / Amiga,0,0,0,0,201.76,201.76,1,3,0,0,11,1,1.00,0,0,1,0,1,1,0,0.000000,201.76,201.76,22.09,0.207786,0.495376,31.70,0,100-499,MEDIO,1
USR-001102,Estados Unidos,-157,3,654.40,2025-10-08,REM-42-0002320,FID-2026-002320,Estados Unidos,Espana,USD,EUR,684.30,0.020673,14.15,698.45,0.917431,627.80,BANK_DEPOSIT,BANK_TRANSFER,COMPLETED,2025-05-04T19:17:48+00:00,BEN-002797,2025-05-05T01:26:48+00:00,Amigo / Amiga,0,2,2,2,218.13,328.69,1,0,1,0,19,1,3.14,2,2,1,0,1,0,1,0.000000,218.13,328.69,18.80,0.184286,0.189278,18.84,0,500-999,BAJO,1
USR-000749,Estados Unidos,178,0,0.00,2026-01-01,REM-42-0002321,FID-2026-002321,Estados Unidos,Espana,USD,EUR,185.02,0.031960,5.91,190.93,0.917431,169.74,BANK_DEPOSIT,DIGITAL_WALLET,COMPLETED,2026-06-28T11:01:30+00:00,BEN-001910,2026-06-28T19:36:30+00:00,Hermano / Hermana,0,0,0,0,185.02,185.02,0,304,0,0,11,1,1.00,0,0,0,0,1,1,0,0.000000,185.02,185.02,13.62,0.147286,0.120758,13.08,0,100-499,BAJO,1
USR-000382,Estados Unidos,139,1,247.93,2025-05-03,REM-42-0002322,FID-2026-002322,Estados Unidos,Canada,USD,CAD,230.20,0.035348,8.14,238.34,1.351351,311.08,CASH_PICKUP,DEBIT_CARD,COMPLETED,2025-09-19T05:19:47+00:00,BEN-000991,2025-09-19T13:42:47+00:00,Hermano / Hermana,0,1,1,1,247.93,247.93,1,0,1,0,5,0,0.93,1,1,1,1,0,0,1,0.000000,247.93,247.93,17.97,0.178357,0.230445,19.75,0,100-499,BAJO,1
USR-000432,Guatemala,263,2,602.18,2025-11-21,REM-42-0002323,FID-2026-002323,Guatemala,Espana,GTQ,EUR,113.15,0.025727,2.91,116.06,0.117619,13.31,WALLET,DIGITAL_WALLET,REVIEW_REQUIRED,2026-08-11T12:10:24+00:00,BEN-001123,,Hermano / Hermana,0,0,0,0,301.09,378.32,0,191,0,1,12,0,0.38,0,0,0,0,0,1,0,0.000000,301.09,378.32,12.23,0.137357,0.432922,23.10,0,100-499,BAJO,1
USR-001052,Estados Unidos,-382,4,1724.19,2026-06-08,REM-42-0002324,FID-2026-002324,Estados Unidos,Guatemala,USD,GTQ,401.81,0.026572,10.68,412.49,7.800008,3134.12,CASH_PICKUP,DIGITAL_WALLET,COMPLETED,2025-05-22T00:12:54+00:00,BEN-002667,2025-05-22T00:52:54+00:00,Hijo / Hija,0,3,2,2,431.05,640.52,1,0,1,0,0,0,0.93,3,2,1,1,0,0,1,0.000000,431.05,640.52,30.29,0.266357,0.490858,36.87,0,100-499,MEDIO,1
USR-000384,Canada,383,3,1833.83,2025-06-23,REM-42-0002325,FID-2026-002325,Canada,Espana,CAD,EUR,371.40,0.027896,10.36,381.76,0.678899,252.14,BANK_DEPOSIT,DIGITAL_WALLET,AVAILABLE,2026-07-11T10:24:19+00:00,BEN-000997,,Padre / Madre,0,0,0,0,611.28,897.12,0,292,0,0,10,1,0.61,0,0,0,0,1,0,0,0.000000,611.28,897.12,10.14,0.122429,0.141330,11.54,0,100-499,BAJO,1
USR-000511,Guatemala,123,1,265.49,2025-09-20,REM-42-0002326,FID-2026-002326,Guatemala,Mexico,GTQ,MXN,731.60,0.028419,20.79,752.39,2.331000,1705.36,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2026-01-21T04:36:31+00:00,BEN-001320,2026-01-21T11:35:31+00:00,Amigo / Amiga,0,0,0,0,265.49,265.49,0,86,0,0,4,0,2.76,0,0,0,1,0,0,0,0.000000,265.49,265.49,22.69,0.212071,0.443935,30.29,0,500-999,MEDIO,1
USR-000548,Espana,353,3,506.46,2025-08-14,REM-42-0002327,FID-2026-002327,Espana,Guatemala,EUR,GTQ,412.93,0.021099,8.71,421.64,8.502009,3510.73,CASH_PICKUP,BANK_TRANSFER,PROCESSING,2026-08-02T03:22:26+00:00,BEN-001411,,Padre / Madre,0,0,0,0,168.82,249.58,0,166,0,1,3,1,2.45,0,0,0,1,1,0,0,0.333333,168.82,249.58,26.46,0.239000,0.522215,35.48,0,100-499,MEDIO,1
USR-000091,Estados Unidos,-102,2,1468.72,2025-07-17,REM-42-0002328,FID-2026-002328,Estados Unidos,Mexico,USD,MXN,210.49,0.021003,4.42,214.91,18.181818,3827.09,CASH_PICKUP,BANK_TRANSFER,AVAILABLE,2025-04-06T10:11:08+00:00,BEN-000242,,Hijo / Hija,1,1,1,1,734.36,1038.96,1,0,1,1,10,1,0.29,1,1,1,0,1,0,1,0.500000,734.36,1038.96,18.59,0.182786,0.237180,20.38,0,100-499,BAJO,1
USR-001084,Estados Unidos,174,4,921.55,2025-04-27,REM-42-0002329,FID-2026-002329,Estados Unidos,Guatemala,USD,GTQ,37.19,0.021264,0.79,37.98,7.800008,290.08,BANK_DEPOSIT,BANK_TRANSFER,PROCESSING,2025-10-18T09:54:28+00:00,BEN-002752,,Padre / Madre,0,3,2,2,230.39,305.84,1,0,1,0,9,1,0.16,3,2,1,0,1,0,1,0.000000,230.39,305.84,30.32,0.266571,0.541221,38.65,0,0-99,MEDIO,1
USR-000998,Guatemala,152,2,685.59,2025-12-19,REM-42-0002330,FID-2026-002330,Guatemala,Mexico,GTQ,MXN,199.20,0.031098,6.19,205.39,2.331000,464.34,TRANSFER,DIGITAL_WALLET,AVAILABLE,2026-05-20T14:26:20+00:00,BEN-002524,,Hermano / Hermana,1,0,0,0,342.80,393.20,1,0,0,0,14,0,0.58,0,0,1,0,0,1,0,0.000000,342.80,393.20,21.11,0.200786,0.426856,28.66,0,100-499,BAJO,1
USR-000404,Guatemala,-39,1,255.82,2026-03-09,REM-42-0002331,FID-2026-002331,Guatemala,Mexico,GTQ,MXN,40.24,0.018281,0.74,40.98,2.331000,93.80,CASH_PICKUP,BANK_TRANSFER,COMPLETED,2026-01-29T21:22:03+00:00,BEN-001050,2026-01-30T09:14:03+00:00,Socio comercial,1,0,0,0,255.82,255.82,0,60,0,0,21,0,0.16,0,0,0,0,0,0,0,0.000000,255.82,255.82,15.51,0.160786,0.462463,26.27,0,0-99,BAJO,1
USR-000716,Guatemala,-198,1,267.23,2026-04-21,REM-42-0002332,FID-2026-002332,Guatemala,Estados Unidos,GTQ,USD,927.09,0.025763,23.88,950.97,0.128205,118.86,CASH_PICKUP,DEBIT_CARD,COMPLETED,2025-10-05T22:38:52+00:00,BEN-001826,2025-10-06T09:58:52+00:00,Padre / Madre,0,0,0,0,267.23,267.23,1,0,0,0,22,1,3.47,0,0,1,0,1,0,0,0.000000,267.23,267.23,19.20,0.187143,0.347901,24.66,0,500-999,BAJO,1
USR-000521,Guatemala,222,1,112.54,2025-11-15,REM-42-0002333,FID-2026-002333,Guatemala,Mexico,GTQ,MXN,410.52,0.031681,13.01,423.53,2.331000,956.92,WALLET,DIGITAL_WALLET,COMPLETED,2026-06-25T01:17:10+00:00,BEN-001344,2026-06-25T03:01:10+00:00,Amigo / Amiga,0,0,0,0,112.54,112.54,0,374,0,0,1,0,3.65,0,0,0,1,0,1,0,0.000000,112.54,112.54,32.49,0.282071,0.362832,33.82,0,100-499,MEDIO,1
USR-000036,Espana,-200,0,0.00,2026-03-27,REM-42-0002334,FID-2026-002334,Espana,Guatemala,EUR,GTQ,537.60,0.022018,11.84,549.44,8.502009,4570.68,TRANSFER,BANK_TRANSFER,COMPLETED,2025-09-08T10:12:11+00:00,BEN-000087,2025-09-08T14:17:11+00:00,Conyuge,1,0,0,0,537.60,537.60,1,0,0,0,10,0,1.00,0,0,1,0,0,1,0,0.000000,537.60,537.60,21.98,0.207000,0.452879,30.14,0,500-999,MEDIO,1
USR-000551,Guatemala,-344,4,989.59,2026-03-19,REM-42-0002335,FID-2026-002335,Guatemala,Estados Unidos,GTQ,USD,181.13,0.025588,4.63,185.76,0.128205,23.22,BANK_DEPOSIT,BANK_TRANSFER,COMPLETED,2025-04-09T12:07:30+00:00,BEN-001418,2025-04-09T12:31:30+00:00,Hijo / Hija,0,2,2,2,247.40,367.07,1,0,1,0,12,0,0.73,2,2,1,0,0,0,1,0.000000,247.40,367.07,22.41,0.210071,0.214227,22.06,0,100-499,BAJO,1
USR-000720,Espana,-34,2,572.83,2025-06-15,REM-42-0002336,FID-2026-002336,Espana,Estados Unidos,EUR,USD,328.07,0.028951,9.50,337.57,1.090000,357.60,WALLET,DEBIT_CARD,REVIEW_REQUIRED,2025-05-12T01:33:57+00:00,BEN-001837,,Padre / Madre,0,2,2,2,286.42,338.81,1,0,2,1,1,0,1.15,2,2,1,1,0,0,2,0.000000,286.42,338.81,20.34,0.195286,0.244836,21.79,0,100-499,BAJO,1
USR-001184,Canada,142,2,759.46,2025-05-24,REM-42-0002337,FID-2026-002337,Canada,Mexico,CAD,MXN,121.31,0.030588,3.71,125.02,13.454545,1632.17,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2025-10-13T14:37:41+00:00,BEN-002992,2025-10-13T22:54:41+00:00,Hermano / Hermana,0,1,1,1,379.73,392.75,1,0,1,1,14,0,0.32,1,1,1,0,0,0,1,0.500000,379.73,392.75,19.87,0.191929,0.402209,26.99,0,100-499,BAJO,1
USR-000759,Guatemala,69,2,1178.86,2025-09-15,REM-42-0002338,FID-2026-002338,Guatemala,Estados Unidos,GTQ,USD,508.90,0.031043,15.80,524.70,0.128205,65.24,WALLET,DIGITAL_WALLET,COMPLETED,2025-11-23T09:44:13+00:00,BEN-001931,2025-11-23T14:11:13+00:00,Amigo / Amiga,1,2,1,1,589.43,924.94,1,0,1,0,9,1,0.86,2,1,1,0,1,0,1,0.000000,589.43,924.94,12.90,0.142143,0.174903,14.51,0,500-999,BAJO,1
USR-000795,Mexico,-143,2,263.01,2025-08-08,REM-42-0002339,FID-2026-002339,Mexico,Canada,MXN,CAD,264.65,0.034305,9.08,273.73,0.074324,19.67,TRANSFER,DEBIT_CARD,PROCESSING,2025-03-18T11:40:34+00:00,BEN-002022,,Socio comercial,1,2,2,2,131.51,137.01,1,0,2,1,11,0,2.01,2,2,1,0,0,0,2,0.500000,131.51,137.01,19.18,0.187000,0.198034,19.40,0,100-499,BAJO,1
USR-000463,Espana,-162,3,639.17,2026-06-23,REM-42-0002340,FID-2026-002340,Espana,Mexico,EUR,MXN,549.74,0.033137,18.22,567.96,19.818182,10894.85,WALLET,BANK_TRANSFER,COMPLETED,2026-01-12T05:29:02+00:00,BEN-001202,2026-01-12T12:25:02+00:00,Padre / Madre,0,0,0,0,213.06,368.20,1,0,0,0,5,0,2.58,0,0,1,1,0,0,0,0.000000,213.06,368.20,27.82,0.248714,0.245139,26.66,0,500-999,BAJO,1
USR-000091,Estados Unidos,95,3,1679.21,2025-07-17,REM-42-0002341,FID-2026-002341,Estados Unidos,Mexico,USD,MXN,106.23,0.027612,2.93,109.16,18.181818,1931.45,CASH_PICKUP,DIGITAL_WALLET,COMPLETED,2025-10-20T23:05:11+00:00,BEN-000243,2025-10-21T06:18:11+00:00,Hijo / Hija,0,2,1,1,559.74,1038.96,1,0,1,1,23,0,0.19,2,1,1,0,0,0,1,0.333333,559.74,1038.96,23.30,0.216429,0.251927,23.96,0,100-499,BAJO,1
USR-000001,Guatemala,527,2,635.63,2025-03-18,REM-42-0002342,FID-2026-002342,Guatemala,Mexico,GTQ,MXN,180.42,0.024470,4.41,184.83,2.331000,420.56,TRANSFER,DEBIT_CARD,COMPLETED,2026-08-27T09:32:27+00:00,BEN-000002,2026-08-27T19:28:27+00:00,Conyuge,0,0,0,0,317.82,376.36,0,166,0,0,9,0,0.57,0,0,0,0,0,0,0,0.000000,317.82,376.36,9.64,0.118857,0.374609,19.38,0,100-499,BAJO,1
USR-000266,Mexico,-205,2,413.63,2025-10-10,REM-42-0002343,FID-2026-002343,Mexico,Canada,MXN,CAD,104.78,0.018402,1.93,106.71,0.074324,7.79,CASH_PICKUP,BANK_TRANSFER,COMPLETED,2025-03-19T05:32:27+00:00,BEN-000696,2025-03-19T07:32:27+00:00,Hijo / Hija,1,2,2,2,206.82,288.86,1,0,1,2,5,0,0.51,2,2,1,1,0,0,1,1.000000,206.82,288.86,23.90,0.220714,0.277291,25.24,0,100-499,BAJO,1
USR-000537,Espana,121,4,825.15,2025-11-29,REM-42-0002344,FID-2026-002344,Espana,Guatemala,EUR,GTQ,181.82,0.023756,4.32,186.14,8.502009,1545.84,WALLET,DEBIT_CARD,COMPLETED,2026-03-30T14:37:06+00:00,BEN-001385,2026-03-30T19:23:06+00:00,Conyuge,0,3,1,1,206.29,373.97,0,150,1,0,14,0,0.88,3,1,0,0,0,0,1,0.000000,206.29,373.97,17.53,0.175214,0.297275,21.80,0,100-499,BAJO,1
USR-000783,Estados Unidos,131,5,984.26,2026-03-28,REM-42-0002345,FID-2026-002345,Estados Unidos,Canada,USD,CAD,286.30,0.031928,9.14,295.44,1.351351,386.89,WALLET,DEBIT_CARD,COMPLETED,2026-08-06T10:01:26+00:00,BEN-001993,2026-08-06T11:06:26+00:00,Hijo / Hija,1,0,0,0,196.85,313.24,0,246,0,0,10,0,1.45,0,0,0,0,0,0,0,0.000000,196.85,313.24,11.40,0.131429,0.179211,13.68,0,100-499,BAJO,1
USR-001131,Estados Unidos,108,2,1550.01,2025-08-31,REM-42-0002346,FID-2026-002346,Estados Unidos,Canada,USD,CAD,79.03,0.033171,2.62,81.65,1.351351,106.80,BANK_DEPOSIT,DEBIT_CARD,COMPLETED,2025-12-17T11:16:47+00:00,BEN-002865,2025-12-17T14:31:47+00:00,Amigo / Amiga,0,0,0,0,775.01,860.05,1,0,0,0,11,0,0.10,0,0,1,0,0,0,0,0.000000,775.01,860.05,15.06,0.157571,0.320633,21.01,0,0-99,BAJO,1
USR-000903,Canada,286,3,1020.65,2025-05-10,REM-42-0002347,FID-2026-002347,Canada,Espana,CAD,EUR,67.26,0.030341,2.04,69.30,0.678899,45.66,BANK_DEPOSIT,DEBIT_CARD,REVIEW_REQUIRED,2026-02-20T23:32:50+00:00,BEN-002281,,Padre / Madre,0,2,1,1,340.22,648.30,0,85,1,1,23,0,0.20,2,1,0,0,0,0,1,0.000000,340.22,648.30,15.34,0.159571,0.176023,16.13,0,0-99,BAJO,1
USR-000183,Guatemala,288,1,740.75,2025-10-18,REM-42-0002348,FID-2026-002348,Guatemala,Canada,GTQ,CAD,253.78,0.019189,4.87,258.65,0.173250,43.97,BANK_DEPOSIT,DIGITAL_WALLET,REJECTED,2026-08-02T15:28:42+00:00,BEN-000476,,Amigo / Amiga,0,0,0,0,740.75,740.75,0,385,0,1,15,1,0.34,0,0,0,0,1,0,0,0.000000,740.75,740.75,8.35,0.109643,0.228835,13.44,0,100-499,BAJO,1
USR-000136,Estados Unidos,198,1,1251.96,2025-03-19,REM-42-0002349,FID-2026-002349,Estados Unidos,Canada,USD,CAD,132.30,0.033003,4.37,136.67,1.351351,178.78,BANK_DEPOSIT,DIGITAL_WALLET,COMPLETED,2025-10-03T08:01:50+00:00,BEN-000344,2025-10-03T08:14:50+00:00,Socio comercial,1,1,1,1,1251.96,1251.96,1,0,1,0,8,0,0.11,1,1,1,0,0,1,1,0.000000,1251.96,1251.96,25.62,0.233000,0.272479,26.19,0,100-499,BAJO,1
USR-000164,Estados Unidos,166,0,0.00,2025-04-01,REM-42-0002350,FID-2026-002350,Estados Unidos,Guatemala,USD,GTQ,335.15,0.019404,6.50,341.65,7.800008,2614.17,WALLET,DIGITAL_WALLET,PROCESSING,2025-09-14T02:06:22+00:00,BEN-000426,,Padre / Madre,0,0,0,0,335.15,335.15,0,13,0,0,2,1,1.00,0,0,0,1,1,1,0,0.000000,335.15,335.15,17.10,0.172143,0.411251,25.51,0,100-499,BAJO,1
USR-000512,Estados Unidos,-5,1,109.90,2026-01-31,REM-42-0002351,FID-2026-002351,Estados Unidos,Espana,USD,EUR,150.85,0.034011,5.13,155.98,0.917431,138.39,TRANSFER,BANK_TRANSFER,COMPLETED,2026-01-26T05:24:04+00:00,BEN-001322,2026-01-26T12:15:04+00:00,Hermano / Hermana,1,1,1,1,109.90,109.90,1,0,1,0,5,0,1.37,1,1,1,1,0,0,1,0.000000,109.90,109.90,22.23,0.208786,0.426148,29.36,0,100-499,BAJO,1
